rowID,studyID,armID,study_name,manga,study_year,pub_year,drug_name,drug_abbrev,Ntotal,Published,age_mean,age_sd,_Female,Dosing_schedule,Dose_range,Sponsoredbythisdrugcompanyo,Investigational_Comparator,ascale,baseline_mean,V,mean_efficacy,Imputation,Responders,IMPUTEDresp,Unpublished,Recruitment,type,Patient_status,Placebo_run_in,weeks,Rescue_med,Sequence_generation,Allocation_concealment,Blinding_participant,Blinding_therapist,Blinding_assessor,AP,Selective_reporting_bias,dropoutSTUDY,dropoutARM,dropoutDIFF,OverallRoB,PLAresp,Narms,PLAprop,Overall_arm_RoB,PC,PLAprob,PC2,PC3,t
p043,324,2,Kuhs1989 (MDUK_29060_III_85_043),0,1987,1989,amitriptyline,amit,12,R can come both from pub and unpub data but do not match,39.1,11.5,1,Fixed,Licensed,No,Comparator,HAMD21,25,6,14.9,Others,4,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,NA,NA,NA,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p042,324,1,Kuhs1989 (MDUK_29060_III_85_043),0,1987,1989,paroxetine,paro,12,R can come both from pub and unpub data but do not match,39.2,11.8,0.9,Fixed,Licensed,Yes,Investigational,HAMD21,24.6,6,8.8,Others,7,1,Yes,Europe,Single center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Unclear risk of bias,NA,NA,NA,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p046,326,1,Guillibert1989 (PAR 290 MDF 29060 1727 M),0,1988,1989,clomipramine,clom,39,R can come both from pub and unpub data but do not match,68.1,6.1,NA,Fixed,Licensed,No,Comparator,HAMD21,27.5,6,-16.6,Others,28,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.307692308,0.041869523,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,5
p047,326,2,Guillibert1989 (PAR 290 MDF 29060 1727 M),0,1988,1989,paroxetine,paro,40,R can come both from pub and unpub data but do not match,69.3,5.3,NA,Fixed,Licensed,Yes,Investigational,HAMD21,27.9,6,-14.9,Others,26,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.265822785,0.225,0.040822785,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p048,327,1,Pelicier1993 (PAR MDED/29060/III/86/1728M291),0,1988,1993,clomipramine,clom,42,R can come both from pub and unpub data and match,70.2,8.9,NA,Fixed,Licensed,No,Comparator,MADRS,30,5,16.2,Others,25,0,Yes,Europe,Multi-center,Outpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,NA,NA,Moderate risk,NA,NA,0,Moderate risk,0,0,0,0,5
p049,327,2,Pelicier1993 (PAR MDED/29060/III/86/1728M291),0,1988,1993,paroxetine,paro,41,R can come both from pub and unpub data and match,71.1,8,NA,Fixed,Licensed,Yes,Investigational,MADRS,29.5,5,13.9,Others,29,0,Yes,Europe,Multi-center,Outpatients only,Unclear,5,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,NA,NA,Moderate risk,NA,NA,0,Moderate risk,0,0,0,0,13
p053,329,2,MDF/29060/III/070/88/MC,0,1989,NA,clomipramine,clom,30,No pub data and R from unpub data,73,NA,NA,Flexible,Licensed,No,Comparator,MADRS,29,5,-15,Others,12,0,Yes,Europe,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,NA,NA,Moderate risk,NA,NA,0,Moderate risk,0,0,0,0,5
p052,329,1,MDF/29060/III/070/88/MC,0,1989,NA,paroxetine,paro,32,No pub data and R from unpub data,73,NA,NA,Flexible,Licensed,Yes,Investigational,MADRS,30.88,5,-20,Others,22,0,Yes,Europe,Multi-center,Outpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,NA,NA,Moderate risk,NA,NA,0,Moderate risk,0,0,0,0,13
p055,330,2,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",0,1989,1991,clomipramine,clom,47,R can come both from pub and unpub data but do not match,70.8,6.5,0.913,Other/Unclear,Licensed,No,Comparator,HAMD21,27.6,6,-15.7,Others,23,0,Yes,Europe,Multi-center,Inpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.27173913,0.319148936,0.047409806,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,5
p054,330,1,"Rouillon1991 (Limosin2006, 029060/1/CPMS 069 1991)",0,1989,1991,paroxetine,paro,45,R can come both from pub and unpub data but do not match,71.8,7.4,0.867,Other/Unclear,Licensed,Yes,Investigational,HAMD21,27,6,-15.5,Others,27,0,Yes,Europe,Multi-center,Inpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.222222222,0.049516908,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p057,331,2,Geretsegger1995 (MY-060/BRL-029060/1),0,1990,1995,amitriptyline,amit,47,R can come both from pub and unpub data but do not match,71.3,NA,NA,Flexible,Licensed,No,Comparator,HAMD21,28.3,6,13,Others,24,0,Yes,Europe,Multi-center,Inpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.241758242,0.255319149,0.013560907,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p056,331,1,Geretsegger1995 (MY-060/BRL-029060/1),0,1990,1995,paroxetine,paro,44,R can come both from pub and unpub data but do not match,71,NA,NA,Flexible,Licensed,Yes,Investigational,HAMD21,26.8,6,13.6,Others,21,0,Yes,Europe,Multi-center,Inpatients only,No,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.227272727,0.014485514,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p059,332,2,DUAG1990,0,1990,1990,clomipramine,clom,58,R imputed from pub data and no or inadequate unpub data,NA,NA,NA,Fixed,Licensed,Unclear,Comparator,HAMD17,23.36,8,8.32,Others,31,1,No,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.258333333,0.327586207,0.069252874,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,5
p058,332,1,DUAG1990,0,1990,1990,paroxetine,paro,62,R imputed from pub data and no or inadequate unpub data,NA,NA,NA,Fixed,Licensed,Unclear,Investigational,HAMD17,23.12,8,13.12,Others,23,1,No,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.193548387,0.064784946,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p067,335,2,Tignol1993 (29060/087),1,1991,1993,fluoxetine,fluo,87,R can come both from pub and unpub data but do not match,45,13.2,NA,Fixed,Licensed,No,Comparator,MADRS,31.6,6,-16.85,Others,54,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.329545455,0.379310345,0.04976489,Low risk,NA,2,0,Low risk,0,0,0,0,8
p066,335,1,Tignol1993 (29060/087),1,1991,1993,paroxetine,paro,89,R can come both from pub and unpub data but do not match,43,11.6,NA,Fixed,Licensed,Yes,investigational,MADRS,30.74,6,-16.76,Others,53,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.280898876,0.048646578,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p069,336,2,Schoene1993 (Geretsegger1994 MY1021/BRC),1,1991,1993,fluoxetine,fluo,52,R can come both from pub and unpub data but do not match,73.7,6.4,NA,Flexible,Licensed,No,Comparator,HAMD21,27.9,6,23,Others,8,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.169811321,0.173076923,0.003265602,Low risk,NA,2,0,Low risk,0,0,0,0,8
p068,336,1,Schoene1993 (Geretsegger1994 MY1021/BRC),1,1991,1993,paroxetine,paro,54,R can come both from pub and unpub data but do not match,74.3,6,NA,Flexible,Licensed,Yes,Investigational,HAMD21,29,6,22.4,Others,19,0,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.166666667,0.003144654,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p071,337,2,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),1,1992,1994,fluoxetine,fluo,62,R can come both from pub and unpub data and match,38.7,10.7,NA,Fixed,Licensed,No,Comparator,HAMD21,26.4,6,-15.7,Others,35,0,Yes,North America,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.131147541,0.14516129,0.014013749,Low risk,NA,2,0,Low risk,0,0,0,0,8
p070,337,1,Ontiveros1994 (MY-0144/BRL 29060/1/CPMS-135 (PAR135)),1,1992,1994,paroxetine,paro,60,R can come both from pub and unpub data and match,43.1,11,NA,Fixed,Licensed,No,Investigational,HAMD21,26.2,6,-16.4,Others,41,0,Yes,North America,Multi-center,Outpatients only,Yes,6,No,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.116666667,0.014480874,Low risk,NA,2,0,Low risk,0,0,0,0,13
p073,338,2,Bignamini1992 (PAR 29060/078),0,1992,1992,amitriptyline,amit,153,R can come both from pub and unpub data but do not match,49.8,11.9,NA,Flexible,Licensed,No,Comparator,HAMD21,30.9,6,14.4,Others,91,0,Yes,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.165048544,0.130718954,0.034329589,Low risk,NA,2,0,Low risk,0,0,0,0,2
p072,338,1,Bignamini1992 (PAR 29060/078),0,1992,1992,paroxetine,paro,156,R can come both from pub and unpub data but do not match,49.1,13.8,NA,Flexible,Licensed,Yes,Investigational,HAMD21,30.5,6,14.3,Others,82,0,Yes,Europe,Multi-center,Outpatients only,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.198717949,0.033669405,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p074,339,1,Hutchinson1992,0,1992,1992,amitriptyline,amit,32,R imputed from pub data and no or inadequate unpub data,71.5,9.5,NA,Fixed,Licensed,No,Comparator,HAMD21,20.28,NA,NA,OC,15,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.34375,0.088194444,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p075,339,2,Hutchinson1992,0,1992,1992,paroxetine,paro,58,R imputed from pub data and no or inadequate unpub data,72,5.6,NA,Fixed,Licensed,Yes,Investigational,HAMD21,21.56,NA,NA,OC,34,1,No,Europe,Multi-center,Outpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.255555556,0.206896552,0.048659004,Moderate risk,NA,2,0,High risk,0,0,0,0,13
p077,340,2,Staner1995 (063),0,1992,1995,amitriptyline,amit,19,R can come both from pub and unpub data but do not match,42.5,11.7,NA,Fixed,Licensed,No,Comparator,HAMD21,24,5,10.7,Others,9,0,Yes,Europe,Single center,Inpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.225,0.210526316,0.014473684,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p076,340,1,Staner1995 (063),0,1992,1995,paroxetine,paro,21,R can come both from pub and unpub data but do not match,41.7,10.8,NA,Fixed,Licensed,Yes,Investigational,HAMD21,26,5,17.8,Others,7,0,Yes,Europe,Single center,Inpatients only,Yes,5,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.238095238,0.013095238,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p084,342,2,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),1,1992,1994,fluvoxamine,fluv,65,R can come both from pub and unpub data and match,43.4,9.9,0.671875,Flexible,Licensed,No,Comparator,HAMD21,26.5,6,-12.4,Others,24,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.325,0.353846154,0.028846154,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,9
p083,342,1,Ansseau1994a (MY-1005/BRL-029060/1/CPMS-112),1,1992,1994,paroxetine,paro,55,R can come both from pub and unpub data and match,43.7,11.5,0.464285714,Flexible,Licensed,Yes,Investigational,HAMD21,26,6,-12.9,Others,24,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.290909091,0.034090909,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p086,343,2,DeWilde1993,1,1993,1993,fluoxetine,fluo,50,R from pub data and no or inadequate unpub data,44.3,12,NA,Flexible,Licensed,No,Comparator,HAMD21,28.2,6,-15,Others,26,0,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.292929293,0.3,0.007070707,Low risk,NA,2,0,Low risk,0,0,0,0,8
p085,343,1,DeWilde1993,1,1993,1993,paroxetine,paro,49,R from pub data and no or inadequate unpub data,43.9,13.2,NA,Flexible,Licensed,Yes,Investigational,HAMD21,27,6,-17.3,Others,25,0,No,Europe,Multi-center,Other/Unclear/Not stated,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.285714286,0.007215007,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p088,344,2,Gagiano1993,1,1993,1993,fluoxetine,fluo,45,R from pub data and no or inadequate unpub data,39.6,11.69,NA,Flexible,Licensed,No,Comparator,HAMD21,24.5,6,-13.2,Others,27,0,No,Africa,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.2,0.222222222,0.022222222,Low risk,NA,2,0,Low risk,0,0,0,0,8
p087,344,1,Gagiano1993,1,1993,1993,paroxetine,paro,45,R from pub data and no or inadequate unpub data,37.8,12.5,NA,Flexible,Licensed,Yes,Investigational,HAMD21,25,6,-15.2,Others,30,0,No,Africa,Single center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.177777778,0.022222222,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p094,347,2,29060/356,0,1994,NA,fluoxetine,fluo,70,No pub data and R from unpub data,40.6,1.5,NA,Fixed,Licensed,No,Comparator,HAMD17,23.8,8,12.6,Others,32,1,Yes,Australia,Multi-center,Both,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.347826087,0.385714286,0.037888199,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
p093,347,1,29060/356,0,1994,NA,paroxetine,paro,68,No pub data and R from unpub data,42.2,1.5,NA,Fixed,Licensed,Yes,Investigational,HAMD17,24.6,8,12,Others,33,1,Yes,Australia,Multi-center,Both,Unclear,8,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.308823529,0.039002558,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p096,348,2,SER-CHN-1,0,1994,NA,amitriptyline,amit,118,No pub data and R from unpub data,40.54,13.45,0.533898305,Fixed,Licensed,No,Comparator,HAMDunspecified,26.6,6,6.47,Others,80,0,Yes,Asia,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.038961039,0.059322034,0.020360995,Low risk,NA,2,0,Low risk,0,0,0,0,2
p095,348,1,SER-CHN-1,0,1994,NA,paroxetine,paro,113,No pub data and R from unpub data,40.14,13.2,0.548672566,Flexible,Licensed,Yes,Investigational,HAMDunspecified,27.1,6,5.53,Others,94,0,Yes,Asia,Multi-center,Other/Unclear/Not stated,Unclear,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.017699115,0.021261924,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p100,350,2,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",0,1989,1993,amitriptyline,amit,75,R can come both from pub and unpub data and match,46.6,11.4,NA,Flexible,Licensed,No,Comparator,HAMD21,28.9,6,-15.2,Others,46,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.418300654,0.4,0.018300654,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,2
p099,350,1,"Moller1993 (Stuppaeck1994, MY-059.073/29060/1)",0,1989,1993,paroxetine,paro,78,R can come both from pub and unpub data and match,47.5,11.6,NA,Flexible,Licensed,Yes,Investigational,HAMD21,28.6,6,-15.5,Others,43,0,Yes,Europe,Multi-center,Inpatients only,Yes,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.435897436,0.017596782,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p102,351,2,Christiansen1996,0,1996,1996,amitriptyline,amit,73,R from pub data and no or inadequate unpub data,NA,NA,NA,Flexible,Licensed,Unclear,Comparator,HAMD17,24.2,8,6.9,Others,48,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,0.215277778,0.219178082,0.003900304,Low risk,NA,2,0,Moderate risk,0,0,0,0,2
p101,351,1,Christiansen1996,0,1996,1996,paroxetine,paro,71,R from pub data and no or inadequate unpub data,NA,NA,NA,Flexible,Licensed,Unclear,Investigational,HAMD17,23.8,8,8.1,Others,46,0,No,Europe,Multi-center,Outpatients only,Unclear,8,Unclear,Low risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,High risk of bias,Low risk of bias,NA,0.211267606,0.004010172,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p115,356,2,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),0,1994,1997,clomipramine,clom,506,R can come both from pub and unpub data and match,42,12.5,0.725099602,Flexible,Licensed,No,Comparator,MADRS,29.1,8,-16.6,Others,317,0,Yes,NA,Multi-center,Other/Unclear/Not stated,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.240431796,0.280632411,0.040200615,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,5
p114,356,1,Ravindran1997 (MY-1055/BRL-029060/1/CPMS-245 PAR 245),0,1994,1997,paroxetine,paro,513,R can come both from pub and unpub data and match,43.3,13,0.725099602,Flexible,Licensed,Yes,Investigational,MADRS,29.7,8,-17.3,Others,328,0,Yes,NA,Multi-center,Other/Unclear/Not stated,Yes,12,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.200779727,0.039652069,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
p122,359,2,Chouinard1999 (29060/131),1,1999,1999,fluoxetine,fluo,101,R can come both from pub and unpub data and match,41.2,10.7,NA,Flexible,Licensed,No,Comparator,HAMD21,25.45,12,-14.78,Others,67,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,0.359605911,0.326732673,0.032873238,Low risk,NA,2,0,Low risk,0,0,0,0,8
p121,359,1,Chouinard1999 (29060/131),1,1999,1999,paroxetine,paro,102,R can come both from pub and unpub data and match,40.6,10.7,NA,Flexible,Licensed,Yes,investigational,HAMD21,25.91,12,-13.92,Others,67,0,Yes,North America,Multi-center,Other/Unclear/Not stated,Yes,12,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,Low risk of bias,Low risk of bias,NA,0.392156863,0.032550951,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p123,360,1,Tsutsui2000,0,2000,2000,paroxetine,paro,116,R from pub data and no or inadequate unpub data,39.1,13.9,NA,Flexible,Licensed,Yes,Investigational,HAMD17,23.6,6,-12.1,Others,65,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.353448276,0.024329502,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p124,360,2,Tsutsui2000,0,2000,2000,trazodone,traz,109,R from pub data and no or inadequate unpub data,38.5,12.7,NA,Flexible,Licensed,No,Comparator,HAMD17,24.4,6,-9.7,Others,45,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.377777778,0.403669725,0.025891947,Low risk,NA,2,0,Low risk,0,0,0,0,16
p126,361,2,Miura2000,0,2000,2000,amitriptyline,amit,119,R from pub data and no or inadequate unpub data,47.1,13.8,NA,Flexible,Licensed,No,Comparator,HAMD17,23.9,6,-10.6,Others,54,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,0.49122807,0.495798319,0.004570249,Low risk,NA,2,0,Low risk,0,0,0,0,2
p125,361,1,Miura2000,0,2000,2000,paroxetine,paro,109,R from pub data and no or inadequate unpub data,45.9,13.9,NA,Flexible,Licensed,Yes,Investigational,HAMD17,23.8,6,-9.2,Others,42,0,No,Asia,Multi-center,Both,No,6,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Low risk of bias,NA,0.486238532,0.004989538,Low risk,NA,2,0,Moderate risk,0,0,0,0,13
p136,364,2,Cassano2002 (29060/421),1,2002,2002,fluoxetine,fluo,119,R imputed from pub data and no or inadequate unpub data,74.85,6.67,NA,Flexible,Licensed,No,Comparator,HAMDunspecified,23.41,6,15.85,Others,35,1,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,0.392561983,0.378151261,0.014410723,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
p135,364,1,Cassano2002 (29060/421),1,2002,2002,paroxetine,paro,123,R imputed from pub data and no or inadequate unpub data,75.61,6.99,NA,Flexible,Licensed,Yes,Investigational,HAMDunspecified,22.95,6,13.2,Others,50,1,Yes,Europe,Multi-center,Outpatients only,Yes,6,Unclear,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Stated but not tested,High risk of bias,Unclear risk of bias,NA,0.406504065,0.013942082,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
r08,383,2,Bosc1997b (Study 016 - Massana 1999),1,1993,1997,fluoxetine,fluo,89,R can come both from pub and unpub data but do not match,43.6,11.8,0.719101124,Flexible,Licensed,No,Comparator,HAMD21,27.4,8,10.6,Others,64,0,Yes,NA,Multi-center,Both,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,0.238095238,0.224719101,0.013376137,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,8
r07,383,1,Bosc1997b (Study 016 - Massana 1999),1,1993,1997,reboxetine,rebo,79,R can come both from pub and unpub data but do not match,44,12.6,0.721518987,Flexible,Licensed,Yes,Investigational,HAMD21,28.6,8,9.4,Others,59,0,Yes,NA,Multi-center,Both,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Unclear risk of bias,Low risk of bias,NA,0.253164557,0.015069319,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,14
r24,389,2,Baldwin2006a (97-CRBX-052 - Study 052),0,2000,2006,paroxetine,paro,166,Inadequate pub data and R from unpub data,45.1,11,0.62,Flexible,Licensed,No,Comparator,HAMD17,24.1,8,-13.2,Others,100,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,0.264615385,0.198795181,0.065820204,Moderate risk,NA,2,0,Moderate risk,0,0,0,0,13
r23,389,1,Baldwin2006a (97-CRBX-052 - Study 052),0,2000,2006,reboxetine,rebo,159,Inadequate pub data and R from unpub data,42.4,12.1,0.629,Flexible,Licensed,Yes,Investigational,HAMD17,24.2,8,-11.5,Others,80,0,Yes,Europe,Multi-center,Other/Unclear/Not stated,Unclear,8,Yes,Unclear risk of bias,Unclear risk of bias,Stated but not tested,Stated but not tested,Unclear risk of bias,Low risk of bias,Low risk of bias,NA,0.333333333,0.068717949,Moderate risk,NA,2,0,High risk,0,0,0,0,14
